"Activity, Exercise or Sport (1 hour)",130 lb,155 lb,180 lb,205 lb,Calories per kg
"Walking, pushing a wheelchair",235.35,280.0,327.59,371.77,1.11294884740665
"Walking, pushing a wheelchair",235.67,281.62,326.68,371.31,0.10763566748098
"Walking, pushing a wheelchair",236.96,281.24,326.21,371.13,0.90158992821875
"Walking, pushing a wheelchair",236.52,280.26,326.74,371.47,1.35460319391872
"Walking, pushing a wheelchair",235.32,281.69,327.41,372.92,1.33782134015665
"Walking, pushing a wheelchair",235.99,280.62,327.18,371.08,1.26348732052395
"Walking, pushing a wheelchair",235.1,280.27,327.69,371.81,-0.06920815683815
"Walking, pushing a wheelchair",236.7,281.41,326.39,371.27,1.64123559562234
"Walking, pushing a wheelchair",235.48,280.96,327.14,371.32,0.33853414174266
"Walking, pushing a wheelchair",235.76,281.37,326.36,372.52,1.05214875378432
"Walking, pushing a wheelchair",235.81,280.28,326.81,371.49,0.75602455693587
"Walking, pushing a wheelchair",236.66,281.85,327.9,371.26,1.7834056277102
"Walking, pushing a wheelchair",235.57,281.82,327.51,371.18,1.44966026223909
"Walking, pushing a wheelchair",235.19,281.54,327.98,372.23,0.04151201192969
"Walking, pushing a wheelchair",235.33,281.48,326.65,371.28,0.80091373065422
"Walking, pushing a wheelchair",236.39,281.03,326.27,372.56,0.11888660581512
"Walking, pushing a wheelchair",236.88,280.84,326.32,371.33,0.36303797036398
"Walking, pushing a wheelchair",236.76,280.41,327.72,372.91,0.49721816903971
"Walking, pushing a wheelchair",236.3,281.3,326.1,371.74,0.77354206359614
"Walking, pushing a wheelchair",236.96,280.62,326.34,371.03,-0.12788461029344
"Walking, pushing a wheelchair",236.65,280.69,327.02,371.5,1.33417685842679
"Walking, pushing a wheelchair",235.2,281.34,326.44,372.96,1.80601533181794
"Walking, pushing a wheelchair",236.19,281.72,327.22,372.57,1.01487233853934
"Walking, pushing a wheelchair",236.57,281.36,327.73,372.28,0.67376896403674
"Walking, pushing a wheelchair",235.42,281.86,326.99,372.05,0.02485121090198
"Walking, pushing a wheelchair",236.87,280.53,327.44,372.55,1.00384464428293
"Walking, pushing a wheelchair",235.71,280.58,327.93,371.55,0.61941776651777
"Walking, pushing a wheelchair",235.02,280.56,326.25,371.87,1.67214193799118
"Walking, pushing a wheelchair",236.5,281.7,327.73,371.95,0.37491444785324
"Walking, pushing a wheelchair",236.41,281.58,326.56,372.91,0.81098319210485
"Walking, pushing a wheelchair",236.26,281.93,326.74,372.35,1.78482389229742
"Walking, pushing a wheelchair",235.44,281.31,326.07,372.7,0.39252433693586
"Walking, pushing a wheelchair",235.93,281.29,327.43,371.69,1.30302386008312
"Walking, pushing a wheelchair",235.2,281.13,327.49,371.59,-0.13832252638252
"Walking, pushing a wheelchair",236.7,281.42,327.19,372.86,1.05075588486719
"Walking, pushing a wheelchair",236.96,280.28,326.95,372.84,1.28939522253698
"Walking, pushing a wheelchair",236.83,281.25,326.07,371.65,0.86376324247952
"Walking, pushing a wheelchair",236.49,280.67,326.36,372.89,1.79747772257203
"Walking, pushing a wheelchair",236.9,280.47,326.45,372.76,0.19444228731604
"Walking, pushing a wheelchair",235.28,280.09,326.84,371.48,0.7289967812763
"Walking, pushing a wheelchair",236.85,281.27,326.06,371.93,0.29302914403581
"Walking, pushing a wheelchair",236.82,281.96,327.99,372.99,0.92217424505554
"Walking, pushing a wheelchair",235.48,280.58,326.05,371.83,1.09888114273361
"Walking, pushing a wheelchair",235.33,281.17,326.41,371.64,1.42571797283179
"Walking, pushing a wheelchair",235.23,281.55,327.77,371.0,0.19748429152536
"Walking, pushing a wheelchair",235.81,281.97,326.97,372.27,0.00256782283098
"Walking, pushing a wheelchair",235.54,280.01,326.87,372.82,-0.03168438529916
"Walking, pushing a wheelchair",235.97,281.73,326.77,371.3,0.27788108027486
"Walking, pushing a wheelchair",236.95,281.23,327.57,372.7,1.79882043843465
"Walking, pushing a wheelchair",236.68,280.18,327.49,372.76,1.49617404091745
"Walking, pushing a wheelchair",235.71,281.97,326.22,371.36,0.23294885727808
"Walking, pushing a wheelchair",236.01,280.11,326.49,372.17,-0.14288307859568
"Walking, pushing a wheelchair",236.69,280.6,327.36,371.11,0.88648788695418
"Walking, pushing a wheelchair",236.19,281.09,326.98,371.5,1.11729954516145
"Walking, pushing a wheelchair",236.24,280.78,327.19,371.33,-0.07104624419563
"Walking, pushing a wheelchair",236.58,281.43,327.44,371.77,1.16015792025902
"Walking, pushing a wheelchair",236.87,280.11,327.58,371.7,0.52279786558193
"Walking, pushing a wheelchair",235.45,280.42,327.29,372.93,0.87737733659005
"Walking, pushing a wheelchair",236.33,280.6,326.58,371.15,1.57120683733609
"Walking, pushing a wheelchair",235.71,280.96,327.2,371.64,0.37443024963857
"Walking, pushing a wheelchair",236.02,281.6,326.25,371.38,1.57758972619152
"Walking, pushing a wheelchair",236.65,281.41,326.1,371.57,1.03390148504773
"Walking, pushing a wheelchair",235.59,281.35,326.28,371.72,0.54454369643865
"Walking, pushing a wheelchair",235.49,281.17,326.74,371.04,1.21692720699339
"Walking, pushing a wheelchair",235.06,280.49,326.48,371.52,0.03361080407596
"Walking, pushing a wheelchair",235.87,281.0,327.3,371.38,0.35213501227493
"Walking, pushing a wheelchair",236.45,281.07,326.31,371.69,0.88045864799074
"Walking, pushing a wheelchair",236.9,281.03,326.48,371.92,1.33338730268462
"Walking, pushing a wheelchair",236.89,281.03,327.22,371.2,0.12474809940175
"Walking, pushing a wheelchair",236.28,280.73,327.76,371.23,0.21550830736675
"Walking, pushing a wheelchair",235.58,281.5,327.99,372.11,0.3344793287819
"Walking, pushing a wheelchair",236.73,281.81,327.59,371.33,1.67812304856461
"Walking, pushing a wheelchair",235.6,280.72,327.71,372.56,0.89757553245548
"Walking, pushing a wheelchair",235.5,281.3,327.69,372.09,1.70226927297912
"Walking, pushing a wheelchair",235.11,280.33,326.4,372.59,0.11880098629705
"Walking, pushing a wheelchair",236.08,280.15,326.7,371.65,1.45682149932957
"Walking, pushing a wheelchair",235.83,280.57,327.28,371.12,1.16443585867245
"Walking, pushing a wheelchair",235.53,280.19,327.97,372.83,1.72962064554226
"Walking, pushing a wheelchair",236.75,282.0,326.84,371.75,-0.14410678807407
"Walking, pushing a wheelchair",235.44,280.41,326.55,372.03,1.77350138261304
"Walking, pushing a wheelchair",236.12,280.97,326.45,371.64,1.58386205525665
"Walking, pushing a wheelchair",236.19,280.33,327.68,371.19,0.76844401666914
"Walking, pushing a wheelchair",235.06,280.98,327.66,372.85,-0.03423349083516
"Walking, pushing a wheelchair",235.47,281.15,327.73,372.7,0.82349852862148
"Walking, pushing a wheelchair",235.52,281.15,327.66,372.74,1.09372188170265
"Walking, pushing a wheelchair",236.9,281.23,326.02,372.09,1.62750047006163
"Walking, pushing a wheelchair",235.78,280.76,326.55,372.34,0.95080943302264
"Walking, pushing a wheelchair",235.67,281.64,326.07,371.84,0.82263663446616
"Walking, pushing a wheelchair",235.46,280.11,326.48,372.19,1.09014717985958
"Walking, pushing a wheelchair",235.09,280.89,327.25,371.39,0.82588562873654
"Walking, pushing a wheelchair",236.64,281.72,326.16,371.47,1.31603134582066
"Walking, pushing a wheelchair",236.24,280.5,326.42,371.23,1.02133564843687
"Walking, pushing a wheelchair",236.55,281.61,326.79,372.19,1.34216366477977
"Walking, pushing a wheelchair",235.3,280.76,326.97,371.31,1.27179198429932
"Walking, pushing a wheelchair",235.65,281.65,327.17,372.01,1.12874860340695
"Walking, pushing a wheelchair",236.08,280.81,327.71,371.12,0.13462134967759
"Walking, pushing a wheelchair",236.35,280.84,327.41,372.61,1.02533749900234
"Walking, pushing a wheelchair",236.97,280.39,326.2,372.07,0.19549324960691
"Walking, pushing a wheelchair",235.52,280.93,326.62,371.58,1.15685107786528
"Walking, pushing a wheelchair",236.28,280.41,326.26,371.56,1.39800200835456
"Walking, pushing a wheelchair",236.22,281.31,326.06,371.78,0.64668089231511
"Walking, pushing a wheelchair",235.72,280.69,327.81,371.17,1.80330393593251
"Walking, pushing a wheelchair",236.55,280.95,326.31,371.45,0.46485608702032
"Walking, pushing a wheelchair",235.41,281.38,327.5,372.9,1.25786996682429
"Walking, pushing a wheelchair",235.65,280.13,327.34,371.5,0.1654244176129
"Walking, pushing a wheelchair",235.47,280.4,326.41,371.04,0.72264341900677
"Walking, pushing a wheelchair",235.9,281.02,327.34,372.28,1.6950927328668
"Walking, pushing a wheelchair",236.15,281.83,326.59,372.47,0.98955091361082
"Walking, pushing a wheelchair",235.24,281.3,327.06,372.26,-0.06787476188701
"Walking, pushing a wheelchair",236.55,281.71,327.79,372.72,0.67230092789261
"Walking, pushing a wheelchair",235.61,280.43,327.21,372.01,0.72498694941741
"Walking, pushing a wheelchair",235.9,280.01,326.29,372.01,0.37678220965273
"Walking, pushing a wheelchair",235.33,280.87,326.95,372.92,1.16586226431908
"Walking, pushing a wheelchair",235.22,281.81,327.49,372.94,0.54614573537755
"Walking, pushing a wheelchair",236.56,280.79,327.31,371.23,1.66754823552429
"Walking, pushing a wheelchair",236.83,281.43,326.67,371.66,1.40042864753861
"Walking, pushing a wheelchair",236.06,280.05,327.38,372.51,0.00543367005831
"Walking, pushing a wheelchair",235.65,280.99,326.73,372.36,1.33209060780871
"Walking, pushing a wheelchair",236.03,281.63,326.14,372.18,0.1039255898785
"Walking, pushing a wheelchair",236.63,280.13,327.99,372.77,1.34097464159396
"Walking, pushing a wheelchair",236.07,281.86,326.58,371.91,-0.12534647414153
"Walking, pushing a wheelchair",236.11,281.67,327.61,372.5,0.87301773882841
"Walking, pushing a wheelchair",236.45,280.86,326.94,371.96,1.15953089056894
"Walking, pushing a wheelchair",236.38,281.17,326.18,372.56,1.24724829646355
"Walking, pushing a wheelchair",235.43,280.82,326.29,372.51,1.02055454500457
"Walking, pushing a wheelchair",235.07,280.01,327.31,372.57,0.94154915764656
"Walking, pushing a wheelchair",236.74,280.15,327.6,372.09,1.12652456495069
"Walking, pushing a wheelchair",235.23,281.58,327.52,371.4,0.4564494761574
"Walking, pushing a wheelchair",235.32,281.04,327.82,371.02,1.05368414262861
"Walking, pushing a wheelchair",235.61,281.12,327.0,371.64,0.41235894506088
"Walking, pushing a wheelchair",235.33,280.46,327.25,371.06,0.37037200632821
"Walking, pushing a wheelchair",237.0,280.45,327.45,372.1,1.3610059863085
"Walking, pushing a wheelchair",235.95,281.58,326.1,372.95,0.55400622304163
"Walking, pushing a wheelchair",236.08,280.47,327.26,371.24,0.99345653743031
"Walking, pushing a wheelchair",236.75,281.79,327.86,371.11,1.18297338919187
"Walking, pushing a wheelchair",236.59,280.8,326.94,371.41,0.07364686762585
"Walking, pushing a wheelchair",236.55,280.88,326.7,372.0,0.80874549876694
"Walking, pushing a wheelchair",236.38,281.16,327.38,372.08,1.23242760460498
"Walking, pushing a wheelchair",235.65,280.38,327.52,372.53,-0.09990189038565
"Walking, pushing a wheelchair",236.67,281.33,327.07,372.18,1.73925656219888
"Walking, pushing a wheelchair",235.18,281.73,326.44,371.59,0.56853645627285
"Walking, pushing a wheelchair",235.96,280.11,326.16,371.87,1.10532901750869
"Walking, pushing a wheelchair",236.38,280.17,326.6,372.78,1.60697312685805
"Walking, pushing a wheelchair",235.3,281.9,327.55,371.67,1.4578152577337
"Walking, pushing a wheelchair",236.14,281.55,326.9,372.09,1.30810804067448
"Walking, pushing a wheelchair",235.2,280.87,326.39,371.11,0.8772769611367
"Walking, pushing a wheelchair",236.56,281.69,327.77,371.96,0.70589285725634
"Walking, pushing a wheelchair",235.91,281.45,327.42,371.52,0.62417417980909
"Walking, pushing a wheelchair",235.28,281.64,326.82,371.5,1.40316037324254
"Walking, pushing a wheelchair",235.86,280.15,326.8,371.26,1.15302616339391
"Walking, pushing a wheelchair",235.6,281.01,326.21,372.89,1.78849664109378
"Walking, pushing a wheelchair",236.38,281.04,326.46,371.28,0.75685080591619
"Walking, pushing a wheelchair",236.39,281.62,327.77,372.29,1.29704174654995
"Walking, pushing a wheelchair",235.51,280.09,326.84,372.13,0.7985635415894
"Walking, pushing a wheelchair",236.03,280.68,327.08,371.39,1.64633572178893
"Walking, pushing a wheelchair",236.41,281.5,327.58,372.73,1.23649559962652
"Walking, pushing a wheelchair",236.45,281.02,326.47,371.41,-0.12031180786531
"Walking, pushing a wheelchair",235.19,280.55,326.55,371.78,-0.07186348581598
"Walking, pushing a wheelchair",236.23,281.13,327.95,372.24,1.0017586885365
"Walking, pushing a wheelchair",236.89,281.69,327.91,372.85,1.68404037522552
"Walking, pushing a wheelchair",236.98,280.55,326.79,372.9,1.29493204956918
"Walking, pushing a wheelchair",236.05,281.06,327.62,372.95,0.47559364160235
"Walking, pushing a wheelchair",236.7,280.01,326.59,372.57,0.36180380052338
"Walking, pushing a wheelchair",236.29,280.05,326.77,372.62,1.30102822596594
"Walking, pushing a wheelchair",236.56,281.02,326.7,372.57,1.25073221132531
"Walking, pushing a wheelchair",235.78,280.9,327.42,372.69,1.46207608793283
"Walking, pushing a wheelchair",235.54,280.03,326.8,372.32,0.83194835108848
"Walking, pushing a wheelchair",235.33,280.75,327.07,372.63,1.30916675590155
"Walking, pushing a wheelchair",235.5,281.68,326.59,372.02,0.87926444393533
"Walking, pushing a wheelchair",235.95,280.76,326.9,371.01,1.03368584175533
"Walking, pushing a wheelchair",236.48,281.67,327.53,371.45,0.29331583938169
"Walking, pushing a wheelchair",235.79,281.91,326.24,372.74,1.28447808269063
"Walking, pushing a wheelchair",236.65,280.24,326.68,371.62,-0.14905325407792
"Walking, pushing a wheelchair",236.02,280.36,326.7,371.0,1.44787408344296
"Walking, pushing a wheelchair",235.04,281.56,327.98,372.53,0.99806154071555
"Walking, pushing a wheelchair",235.87,280.89,326.45,372.66,-0.17642705301504
"Walking, pushing a wheelchair",236.35,281.2,327.32,371.83,1.20592486994735
"Walking, pushing a wheelchair",235.84,280.03,327.83,371.53,0.98146221658649
"Walking, pushing a wheelchair",236.77,281.7,326.45,371.37,1.35933615420783
"Walking, pushing a wheelchair",236.43,281.61,327.01,371.07,0.53576129093427
"Walking, pushing a wheelchair",235.32,280.58,327.56,372.23,1.82238975679335
"Walking, pushing a wheelchair",236.12,280.54,326.44,371.56,1.50245031766066
"Walking, pushing a wheelchair",235.86,280.22,326.68,372.37,1.57057329649958
"Walking, pushing a wheelchair",236.84,280.86,327.86,371.54,0.5046141562259
"Walking, pushing a wheelchair",235.21,280.24,326.02,372.09,1.49278958646842
"Walking, pushing a wheelchair",236.41,281.26,327.05,371.09,1.39979326670748
"Walking, pushing a wheelchair",235.43,280.18,327.72,371.02,0.62056217400541
"Walking, pushing a wheelchair",235.84,280.61,327.22,371.84,0.08264052954716
"Walking, pushing a wheelchair",235.7,280.53,326.34,371.89,0.7273974506891
"Walking, pushing a wheelchair",235.58,281.48,326.02,371.41,0.02552347676806
"Walking, pushing a wheelchair",235.58,281.78,327.19,371.71,0.29980694726049
"Walking, pushing a wheelchair",235.23,280.94,326.97,371.61,0.01509668768841
"Walking, pushing a wheelchair",235.01,280.09,326.29,372.98,1.57870451341175
"Walking, pushing a wheelchair",236.48,281.87,327.14,371.56,0.21128568485222
"Walking, pushing a wheelchair",235.25,281.85,326.28,371.62,0.30314022995508
"Walking, pushing a wheelchair",235.11,280.2,326.5,372.46,1.55049681881086
"Walking, pushing a wheelchair",235.18,281.42,327.32,371.91,-0.05584802531294
"Walking, pushing a wheelchair",235.36,280.78,326.66,372.13,0.0167250018853
"Walking, pushing a wheelchair",235.09,281.71,326.5,372.65,0.02409059822287
"Walking, pushing a wheelchair",236.22,280.39,326.45,371.21,1.18340865208216
"Walking, pushing a wheelchair",235.91,281.63,326.82,371.15,1.15393761740052
"Walking, pushing a wheelchair",235.15,280.27,327.2,371.9,1.49620405407704
"Walking, pushing a wheelchair",236.98,281.0,327.85,371.96,1.74002304449568
"Walking, pushing a wheelchair",235.77,281.36,327.63,372.48,1.44896257965114
"Walking, pushing a wheelchair",235.36,281.03,326.66,372.81,1.39525940038465
"Walking, pushing a wheelchair",236.53,280.93,327.8,372.78,0.00510655180151
"Walking, pushing a wheelchair",235.54,280.12,327.95,372.76,0.39915018777442
"Walking, pushing a wheelchair",236.82,280.04,327.59,371.75,1.14555774538272
"Walking, pushing a wheelchair",235.27,281.25,326.76,371.3,1.26955691573723
"Walking, pushing a wheelchair",235.47,281.58,326.01,372.36,0.5620371682465
"Walking, pushing a wheelchair",235.05,281.57,326.31,371.38,1.42204422038387
"Walking, pushing a wheelchair",236.87,280.93,326.72,372.36,0.54106936312597
"Walking, pushing a wheelchair",235.12,281.57,326.04,371.13,1.48292182621233
"Walking, pushing a wheelchair",235.76,280.09,327.97,372.68,0.10011021380554
"Walking, pushing a wheelchair",235.18,281.74,327.04,371.25,1.80891787614648
"Walking, pushing a wheelchair",236.8,281.15,327.27,372.13,1.56189520673899
"Walking, pushing a wheelchair",236.92,280.8,326.47,371.53,0.82311111290323
"Walking, pushing a wheelchair",235.58,281.9,326.97,371.89,0.68182587409036
"Walking, pushing a wheelchair",236.82,280.43,326.13,372.58,0.94068257888914
"Walking, pushing a wheelchair",236.9,280.03,327.76,371.9,1.70193513734927
"Walking, pushing a wheelchair",236.24,281.38,326.65,372.44,1.4630932232236
"Walking, pushing a wheelchair",236.06,280.01,327.45,371.24,0.9565421706614
"Walking, pushing a wheelchair",236.08,280.13,326.23,371.89,1.72974328970774
"Walking, pushing a wheelchair",235.55,281.43,326.06,371.48,1.30256663994471
"Walking, pushing a wheelchair",235.8,281.4,326.49,371.31,0.68711105347516
"Walking, pushing a wheelchair",235.41,280.55,326.15,372.39,1.23237911481999
"Walking, pushing a wheelchair",235.02,280.12,327.56,372.31,1.64935473461937
"Walking, pushing a wheelchair",236.78,280.33,327.23,372.03,0.77366653747763
"Walking, pushing a wheelchair",235.27,280.23,327.25,371.74,-0.040952791493
"Walking, pushing a wheelchair",235.42,280.58,326.68,372.41,1.76348436555703
"Walking, pushing a wheelchair",235.18,281.35,326.98,372.01,1.07697590979236
"Walking, pushing a wheelchair",236.52,280.12,327.94,372.32,0.76899455028772
"Walking, pushing a wheelchair",236.86,281.28,327.76,371.73,-0.0961037929885
"Walking, pushing a wheelchair",235.22,280.53,326.38,371.29,0.05509834725555
"Walking, pushing a wheelchair",235.44,280.48,327.6,372.73,0.92483479047375
"Walking, pushing a wheelchair",235.1,280.35,326.25,371.31,-0.05618289596662
"Walking, pushing a wheelchair",235.91,281.67,327.84,371.38,0.21247967032923
"Walking, pushing a wheelchair",235.44,281.46,327.42,372.21,1.10991567428869
"Walking, pushing a wheelchair",236.21,280.83,327.04,372.08,0.06936869752248
"Walking, pushing a wheelchair",236.0,280.16,326.81,371.55,-0.113188008409
"Walking, pushing a wheelchair",236.38,280.37,326.55,372.49,1.14880378272459
"Walking, pushing a wheelchair",235.74,280.01,326.02,371.32,0.06491936650244
"Walking, pushing a wheelchair",235.86,280.85,326.93,371.26,0.16657490041393
"Walking, pushing a wheelchair",236.36,280.58,327.56,371.38,0.53541889837134
"Walking, pushing a wheelchair",235.49,280.32,327.14,371.85,1.04826298114501
"Walking, pushing a wheelchair",236.45,280.7,327.54,372.56,0.46597693054331
"Walking, pushing a wheelchair",236.45,281.88,327.81,371.3,1.07659446151342
"Walking, pushing a wheelchair",235.65,280.47,326.24,371.29,0.27293584231144
"Walking, pushing a wheelchair",236.83,280.33,327.26,372.89,1.61470886456799
"Walking, pushing a wheelchair",235.11,280.99,327.02,371.31,-0.10782244209387
"Walking, pushing a wheelchair",236.76,280.39,327.14,372.24,0.25314935989074
"Walking, pushing a wheelchair",235.87,281.1,326.18,372.42,1.01580294510731
